ulasan,rating,sentimen
"suka karna My Demon, mksi udah satuin songkang sama kim yoo jung, klo bisa satuin mreka lagi :D",5,positif
Ga ada gratisan nontonnya,1,negatif
ini penagihan nya tgl 14 juni tapi sekarang udh di tagih Pembayaran teruss?? gimana ini Netflix?,4,positif
"Please make more films like Sing 2, I haven't watched it yet but when I searched it turned out it wasn't there, if there are and there are lots of films I will give it 5 stars",4,positif
Suru banget enak bagus 👍👍👍👍,5,positif
"Gagal masuk Netflix, kata sandi salah, sudah diganti dengan yg baru tetap saja salah, padahal awal masuk bisa sampai selesai bayar berlangganan, tapi tidak bisa masuk, tolong di perhatikan dan diperbaiki LG, terimakasih",4,positif
Mantep aplikasi ni,5,positif
Ok,5,positif
ribet daftarnya...,1,negatif
"bagus y,aplikasinya",5,positif
Gada ada kungfu panda 4 woyy,1,negatif
Bagus,5,positif
Apaan sih ini baru mau masuk sudah suruh bayar aja males ngak banget dah,1,negatif
TAKMAU Gunakan,1,negatif
"Aplikasi ribet nyesel downloadnya,",1,negatif
gk bisa dibuka,1,negatif
Mantap,5,positif
"Sangat Kecewa,Super Duper Kecewa,Kenapa harus berbayar??APK khusus orang orang BERUANG..yang low Cuan gosah instal,mending bakal makan",1,negatif
Ssssssssss add SSD dd DDR Se,5,positif
", login nggk bisa , daftar email baru sama aj nggk bisa,",1,negatif
Keren,1,negatif
Download berkali2 tp gabisa dibuka,1,negatif
good,5,positif
Ok bgt,3,negatif
Memang tidak ada yang lebih bagus dari apk XX1,3,negatif
Bagus,5,positif
grafik nya sangat bagus Terima kasih!,5,positif
Update 7.75.1 banyak Bug! Help!,3,negatif
Bagus banget aplikasinya ontime sekali,5,positif
kelaz sir,5,positif
Sampah,1,negatif
Film nya bagus bagus semua,5,positif
"Sangat menyenangkan,bisa menonton kapan aja dan dimana aja. Best.....😃😃😃",4,positif
Good,5,positif
Aplikasi kontollll!!!!!!!,1,negatif
Cool i love it thanks,5,positif
aplikasi nya jelek banget 🤢🤮,1,negatif
sangat bagus keren pokok nya,5,positif
Sangat keren film dan drama nya juga bagus. Semoga2 mkin bnyak film2 dan drama yg bagus2.,5,positif
Apk yang sangat mendukung untuk nonton film dll,5,positif
Buat yg bilang ribet buat langganannya. Sekarang sudah bisa bayar pakai gopay. Daftarnya lewat website aja biar gampang,5,positif
Gua kesini cuma gara2 tiktok,5,positif
Cara login nya ribet. Gabisa login,1,negatif
lah mw nonton malah bayar gitu habis bayar nontonya pakai kuota aplikasi ini gak cocok buat orang yang menengah kebawah jadi gak jadi lah aku nonton di netflix cari yang laen aja developer mohon di pertimbangkan aplikasi ifliix aja gratis tapi ada iklannya dan yang laen juga gratis kamu kalo pengn banyak pengguna mohon di lihat aplikasi yang laen yang gratis nontonnya kalo mahal kalah saingan kmu bos,1,negatif
"Apk nya ky ajg susah batt msk nya ngga kaya dh, sekarang ajg batt gua download langsung uninstall anjg kan buang2 Kouta sama waktu anjg🐖🐈‍⬛🐈🐖🐈‍⬛🐈🐖🐈‍⬛🐈🐖🐈‍⬛🐈🐖",1,negatif
Ampas,1,negatif
Sangat bagus filmnya dan lengkap juga,5,positif
Mantul,5,positif
Sama mumet,1,negatif
Customer servicenya parah ngk sopan. Ganti aja. Ngk mau berlangganan lagi deh. Nyesel beli premium,1,negatif
Setelah di update ko agak ngaco??,5,positif
Maaf yaa aku hapus soal nya uang aku lagi engga ada kalau ada lagi aku pasti Download dan menonton kartun kartun yang ada diy Netflix terimaksih netflix,5,positif
luvv-!!💗,5,positif
"TIDAK REKOMENDASI, ISINYA TIDAK LENGKAP, MENGECEWAKAN.",1,negatif
bagus banget👍👍👍,5,positif
cukup tau,1,negatif
agen propaganda yg hancurr,1,negatif
Kenapa Netflix harus bayar sih padahal saya cuma mau nonton 1 video,3,negatif
"kok sandi dan akun sudah benar masih gk bisa masuk ,aneh",1,negatif
"Nice, good quality",5,positif
"Makin seneng, soalnya payment sudah bisa pakai GoPay!",5,positif
Katakan t dak untuk LG*T,1,negatif
Ud kelewatn,1,negatif
Kenapa dengan netflix kok tidak bisa tersambung terus.tolong lah perbaiki server android netflix tidak bisa tersambing terus.,5,positif
Can't share again what did I watch to instagram story,2,negatif
Bagus sekali,4,positif
Good,3,negatif
baru coba,4,positif
Netflix salah satu bentuk economic disruption 4.0. Pengganti bioskop dan film-film dalam bentuk format DVD. Akankah bioskop dan DVD perlahan-lahan menghilang dihisap Netflix seperti Kaset dan CD yang menghilang ditelan berbagai aplikasi musik online???,4,positif
Bagus,5,positif
Auto Uninstall,1,negatif
SUSAH DIPAKE ANJ,1,negatif
Very good👍👍👍👍👍,5,positif
Amat di sayangkan apl ini harus di sertakan dengan card.. rating akan menerun jika mode pembayaran seperti ini.. tidak semua orang punya card... Sip lanjutkan semoga sukses,1,negatif
saya suka,5,positif
pengguna baru gk bisa masuk!,1,negatif
APLIKASI TOLOLLL/KONTOLLL JIJIK NAJISSS G MIKIR BUANG AJA NIH APLIKASI G GUNA BET,1,negatif
Gw harus update dlu jdinya bintang 3 aj,3,negatif
Apk sangat bagus sekli.,5,positif
Aplikasi baguss tapi please pembayaran jangan pakai kartu kredit aja dong gk punya soalnya,5,positif
Ini sangat bagus..😗😁..!!,5,positif
udah download tapi knpa gak bisa di buka??,1,negatif
"Netflix knp sih,, loading terus. Masa hrs saya uninstall lalu di install ulang terus. Knp jdi error terus,",1,negatif
"Yg pada rating jelek pada kenapa sih, Netflix oke-oke aja kok. Kalo masalah warna dasar huruf subtitle mah bisa di setting, yakin sih aku yg account nya banyak problem pada beli sharing yg murah meriah",5,positif
Ok,5,positif
Blm nyoba baru mau semoga bagus,3,negatif
"Aplikasi jelek jan ada yang download ga guna,buang"" data aja",1,negatif
Sangat memuaskan,5,positif
SAYA UDAH MASUKAN EMAIL DAN KATA SANDI NYA KO GA BISA TULISAN ENVAILID ATAU COBA LAGI AKU DAN EMAIL SAYA KASIH BINTANG 1 😠😠😑,1,negatif
Film nya bagus² dan aku paling suka sama Fim animasi Jepang. Tapi sayang nya cuma Film² tertentu yang ada bahasa Indonesia nya kakak developer mohon di perbanyak film animasi Jepang yg ada bahasa Indonesia nya ya ✿❁✿❁MAKASIH❁✿❁✿,5,positif
"4× bikin akun gak jadi""",3,negatif
"👉👎👈 hanya sekedar saran saja, tak perlu kau unduh 🤣",1,negatif
Bagus nich tuk update movie,5,positif
Sangat buruk.. udah install. Udah update.. tp aplikasi gak bisa di buka..,1,negatif
"ribet bangett udh login ga bisa""",1,negatif
"Gw dah donload apl ini, pas di buka kok ga bisa2",1,negatif
"Tak bisa masuk, padahal jaringan lancar",1,negatif
Gk papa sih wkwkwkwkkw,1,negatif
Good,5,positif
"Tingkatkan lagi peforma nya, jangan kendor, rekomendasi di download",5,positif
Mau coba dulu,5,positif
t bmoy iisa baku nan. nationab and bnnvbbbnl l,4,positif
"Hai team Netflix tolong dong masukkan judul klasik little house on the prairie,,yang film tv klasik bintang utama Michael london,,susah banget bisa dapat layanan streaming yg bisa menyediakan full season full episode,,saya yakin team Netflix bisa,, terimakasih sebelumnya",4,positif
Aplikasi yang bagus filem yang di tayangkan sangat rekomendasi,5,positif
"siapapun jangan dwonload apk ini wkwk, apk tolollll",1,negatif
Baik,5,positif
Apk bgus❤️🥴,5,positif
Ribet masuknya gak seperti iflix dan vidio,1,negatif
Masalah muncul saat akun ditangguhkan karena terlambat pembayaran. Kebijakan ini sangat tidak nyaman. Karena mengisi saldo ternyata tidak menyelesaikan pembayaran. Malah saldonya keburu hilang terpotong oleh aplikasi langganan yang lain. Penyelesaiannya harus mengganti metode pembayaran. Artinya harus membuat akun dompet digital berbeda dari sebelumnya. Dan isi saldo lagi. Pengalaman yang buruk.,1,negatif
Ga bisa masuk kenapa sih ?,1,negatif
Sangat baik,5,positif
Kecewa apk ya ngga bisa di buka,1,negatif
"tolong,coba ditambahkan cara pembayarannya seperti pake gopay/dana/ovo",4,positif
Good apps,5,positif
Film ga kumplit d pencarian banyak yg ga ada,1,negatif
Senang,4,positif
apk gak guna masa daftarnya harus pake kartu kredit mulu,1,negatif
oke,5,positif
gak ada kredit/debit card..,3,negatif
Okke,5,positif
"Mendingan pake vidio ga ribet, ini ribet",1,negatif
Bagus..,5,positif
mantap ganas,5,positif
Rudet,1,negatif
Pendaftaran yg ribet dan gak jelas,1,negatif
Kalo menurut saya lebih bagus lagi klo gratiss.,1,negatif
"Paid 4k subscription, the apps stream at 480p, cancel subscription and get full refund",5,positif
aplikasi jelek,1,negatif
lebih baik ga usah menggunakan aku/kata sandi lebih ribet,1,negatif
Cool keren kaleee,5,positif
Menghibur,5,positif
Baru juga download ngga bisa d buka,1,negatif
Omg,5,positif
Film kurang lengkap,3,negatif
Toleransi lah,1,negatif
Loading nya kok lama bgt sich padahal jaringan lancar n kuota ada...berat bgt kayaknya gak kayak 2 aplikasi sebelah...daftar juga susah masa 4 hari baru bisa masuk...mohon di perbaiki dong...,2,negatif
my fav app,5,positif
Anj lu,1,negatif
Aplikasi anjg tolol babi. Gak guna.siapa sih yg buat aplikasi memekkkkkkk,1,negatif
Mantab,5,positif
Goblokkk,1,negatif
Siip,5,positif
its the best,4,positif
"Maaf , kan sekarang jaringan telkom sama indihome udah bisa akses ke netflix tapi kok kenapa pas mau masuk selalu muncul email anda tidak valid . Padahal kan email sama kata sandinya udah bener . Trus kenapa selalu nggaak bisa masuk sih ?? Capek akutuuu .. Apa memank harus daftar paket dulu ? Baru bisa masuk ?? 😏😏",1,negatif
Aplikasi nya bagus,5,positif
"Bagus sya suka dengan aplikasi ini,bermanfaat bagi kalian,ayo coba sekarang aplikasiny!,jangan sampai kelewatan nonton film kesukaan kalian^^",5,positif
MASUKIN HARPOT DONG PLS,4,positif
"Jangan di download Ini aplikasi penipuan. Gua udah daftar semuanya, tiba mau masuk tidak bisa. Padahal gua uda sempat daftar pake kartu kredit.",1,negatif
Oke,5,positif
Good,5,positif
Seru,4,positif
Guna,1,negatif
Jelek,1,negatif
oke,5,positif
Harus bayar🤭,5,positif
tolong lah saya sudah berhenti netflix saldo dana saya kepotong terus,1,negatif
Gratis coy,5,positif
bagus,5,positif
Aplikasi macet,1,negatif
Mutar mutar doang di web padahal pembayaran sudah berhasil trus waktu masuk aplikasi ga bisa di tonton cuma stuck di logo netflix,1,negatif
Udah 2 hari nggak bisa dibuka Padahal barusan di update Nanti diganti bintang nya kalo aplikasi udah bener,1,negatif
"Brightness nya gak bisa turun lagi,, please perbaiki lagi,, mata gue sakit liatnya",2,negatif
Ok,5,positif
Oke,5,positif
"kalian mending beli netflix sharing dapet q profil lumayan bayar murah, daripada beli sendiri kualitas videonya rendah dan banyak masalah",5,positif
Love it!!!,5,positif
aneh,1,negatif
Aplikasi ini tidak bisa digunakan😑,1,negatif
Bintang 1 soalnya menghina agama Islam,1,negatif
Pembayarannya bisa pake pulsa gakkkkkkkkkk Saya kasi bintang dulu ya,2,negatif
Baik,5,positif
Kenapa gak bisa diakses ya ini,1,negatif
Mamu,5,positif
Knapa ko bayar 2x min??,2,negatif
Njing banguaoet,1,negatif
Kerja sama dong sama telkom 😭😭😭,5,positif
👍👍,5,positif
Nonton film nya di mana? Kok ada sih film di dlm nya. Bingung deh...,2,negatif
"Hallo, Tolong @Netflix,lnc kembalikan Film Anak anak saya yaitu Film: Sing ama Sing 2 Please, tolong kembalikan film sing 1",5,positif
awal masuk netflix nya kok sering bermasalah ya,3,negatif
"terlalu banyak embel-embel hanya untuk mendaftar saja, langsung unisnstal lagi!!",1,negatif
Sukses mantap,5,positif
Bagus,5,positif
Aplikasi ini sangat tolol,5,positif
Perlu ditambah pengaturan besar kecil substitle biar kyk viu,4,positif
"Kenapa netflix saya di buka ngga bisa muncul gambar, suara dan subtitle doang yg muncul. Mohon solusinya",4,positif
"ini kok ga kelar""loginnya sih gw masa iyaa udh masukin e-mail trus tiba"" bisa di apa""in lagi dong ga jelas bat dah gw udh coba berapa kali masih aja ga bisa malah masuk ke pusat bantuan apa lah",1,negatif
"Bagus, gambar super ok. Tapi gak tau 4 hari terakhir ini tidak bisa dibuka padahal baru aja perpanjang langganan. Sudah coba hubungi pihak netflix tapi masalah belum terselesaikan.",5,positif
"ini gimana sandi sama email katanya salah, padahal jelas jelas bener kok. please gimanaaaaa sayang bgt baru nonton beberapa hari",1,negatif
Tai malah ribet...,1,negatif
Ribet,1,negatif
Kerennn,5,positif
"Sejauh ini bagus min, tapi tolong dubing indo demon slayernya di lanjutin dong min, jangan cuman season 1 aja, suapaya kaum low vision bisa ngerti ceritanya jugak min",5,positif
Bagus lengkap mantap pokonya 👍,5,positif
tollol,1,negatif
Saya sangat puas dg layanan ini,5,positif
Kenapa ini aplikasi gabisa saya uninstall? Udah mau login aja ribet harus bayar dulu mana mahal lagi bayarnya ga kaya viu dia masuk atau login bisa paling berbayar itu kalo ada film² baru dan dia ga mahal bisa bayar pake pulsa lagi,1,negatif
"Netflix itu nggak bisa Download di kartu TELKOMSEL, jadi kalo yang nggak bisa Download Netflix mungkin pake kartu TELKOMSEL 😊✋✋",5,positif
Gabung ama paket telkomsel vidio max pasti laris. Apa lagi filem nya banyak tak jamin deh,5,positif
"Aplikasi streaming dan film online terbaik,bisa nonton dimana saja bahkan bisa dipakai untuk beberapa perangkat selain itu langganan nya ramah di dompet",5,positif
Skrg indihomo udh bisa pake netflix,5,positif
"sampah ga bisa login"" males bgt bikin g mood bikin bt",1,negatif
"Sekarang sudah bagus karena sudah terima pembayaran selain kartu kredit. SARAN SAYA DI MENU FILTER DI TAMBAHKAN PILIHAN ■<[BARU DI NETFLIX]>■, biar kita bisa tau film atau acara tv apa yang baru ditambahkan ke NETFLIX.",4,positif
Asu harus bayar di awal???!!!!!!! Gimana kalo ternyata film yg di cari kagak ada????!!!!!!,1,negatif
Very... Very satied,5,positif
"Pengalaman nonton yang memuaskan, kita bisa nonton film² ter update dan full HD",5,positif
Bagus aplikasinya,5,positif
Sudah berlangganan tetapi saat dipakai malah keluar otomatis,2,negatif
Apk buat nonton ter buruk,1,negatif
"Nggak jelas, dah bayar langganan malah nggak bisa masuk.",1,negatif
Kongood,5,positif
vivi,3,negatif
Ga bisa di buka.. Anehh banget.. Sinyal padahal full ram hp juga longgar..,1,negatif
Yayaaa,3,negatif
Enak dan cepat,5,positif
Apk gk sehat,1,negatif
Coba perbaruin pembayarannya melalui ovo.dana.dan shopee jan debit/atm aja,4,positif
Ni apaan sih daftar aja kagak bisa bagusan apk sebelah mwehehehe,1,negatif
Ok,5,positif
G bisa masuk nj*ng,1,negatif
YouTube ini bagus dengan tidak pakai kuota pun,5,positif
Bgus,5,positif
Blm tau... blm pake 😁,4,positif
bosen itu itu ajaa :(,5,positif
Teloo,5,positif
ribet daftar,1,negatif
saya tidak bisa login dan daftar sampai berhari2,1,negatif
Btang 3 dulu,3,negatif
Mau masuk akun google agak ruwet padahal sandi dan email sudah benar malah gak bisa masuk sandi salah lah,1,negatif
Ribet pertama aja uda minta kartu kredit,1,negatif
"Pada udik dan norak, tinggal beli akun di online aja pake ribet segala. Ada yg minta gratisan lagi hadeeeehhhh, hari gini kencing aja bayar",5,positif
Apk Kon Kon lagi Kon lagi udah cukup,1,negatif
Mantap,5,positif
"Cara ganti warna Sub, buka di Account Web Netflix, lalu plih akun yg ingin diubah Subnya, lalu plih Jenis Font/Bold/Besar kecilnya . Smoga membantu",5,positif
"Bisa tdk coba gratisnya tdk ada, saat mendaftar bikin ribet tau , mau daftar tapi di arahin ke metode pembayaran yg harus masukin kartu DEBIT/KREDIT , yg masalahnya gw masih dibawah 17 tahun yg gk punya kartu kayak itu, aplikasi BODOH NYUSAHIN",1,negatif
Ini jelek kau juga jelek,5,positif
Cool,5,positif
Ok,3,negatif
alhamdulilah lebih mudah dapetun pllm kyai dulu,5,positif
Kok payah masuknya... Gmn sich sebenarnya,5,positif
Biasa aja,3,negatif
Jangan ada yang download aplikasi ini bakal nyesel dah,1,negatif
Mantappp,5,positif
mantap dah,5,positif
Baru mau nyoba tau bagus apa ngak udah di suruh bayar dulu,5,positif
Cukup baik,5,positif
jelas tidak bisa masuk. sangat merugikan,1,negatif
"Apk yang enak di gunakan , dan praktis , murah jg",5,positif
"Aplikasi babi ga bisa masuk , pas mau masuk malah keluar masukan akun mulu tolol",1,negatif
"mang ko saya udah download tapi ga bisa di buka ya, ada bacaan ""tidak kompatibel dengan perangkat anda""",1,negatif
Nyesel banget download netfix,1,negatif
"Sulit banget daftarnya, gw pengen langganan aja ribet banget ini",1,negatif
Aku suka aplikasi ini,5,positif
"Tidak bisa nonton di smart TV, tiap mau mulai film nya tulisannya maaf, akunmu tidak dapat digunakan di perangkat ini. Padahal sudah langganan netflix yang paket untuk semua perangkat",1,negatif
"Kenapa berbayarnya harus pake kartu kredit sihh, sedangkan saya hanya punya kartu debit. Tolong lah netflix untuk bayar biaya langganan nya dipermudah",1,negatif
"Lagi bosen, Netflix solusinya..",5,positif
apaan ini dri kmren kok gak bisa di bukaa,1,negatif
Baaagusss,5,positif
Good,5,positif
Banyak film baru..keren,5,positif
Sebelum download aplikasi ini mohon di pelajari dengan benar gunakan google buat bertanya jangan asal mikir cetek download langsung pake tongkol,5,positif
"Kok gk bisa masuk,padahal sandinya udah bener,tapi katanya salah mulu",1,negatif
Bagus,5,positif
"gk jdi download deh rata"" yang kasih masukan mengeluh semua bahahahahha",1,negatif
"Mau msuk sja susah. Email slah, mmr slh,. Pdhl dh psti btul",2,negatif
Puas,5,positif
"Di android 10 kdg masih suka bugs, harus diclose dulu appnya baru masuk lg",4,positif
Ok,5,positif
Pas dibuka apk ny cmn ad tulisan Netflix doang udh ditunggu ttp aj kyk gt doang,1,negatif
Aplikasi babi ga usah di download kyk babi anjig ga bisa di nonton,1,negatif
Anjayyy,5,positif
KNP ADA FILM YG MENGHINA ALLAH?,1,negatif
Tolong email sudah benar tapi login nya tetap susah gimana cara masuk nya ? Aku mau nonton sequid game,1,negatif
Goodjob,5,positif
anj ko g bisa masuk si,1,negatif
Sangat menghibur dalam waktu kosong😘,5,positif
Take down the umbrella academy 3,1,negatif
"Baguss, filmnya banyak, cuman kalo bisa ditambah pembayaran via pulsa, thxxx",4,positif
Mantul,5,positif
Good,5,positif
Biasanya orang kampung yang gak punya TV yang donlod aplikasi kayak gini (mayoritas)🤣 klo ada org kaya berarti masih kampungan,1,negatif
Gimana udah ketar ketir belom?,1,negatif
ok,5,positif
Bagus sekalii aplikasi nya,5,positif
Goodddd😁,5,positif
Cb daftar ga bisa2 dr tadi. Oke unisntal thx,1,negatif
susah sekali login,1,negatif
"Good night, I, as a netflix pro subscriber, beg for netflix to take firm action against illegal content, such as the ""Loklok"" application, we are very disappointed to see people freely watching movies for free... for that we as loyal customer representatives request to block the application loklok from playstore. thank you",3,negatif
Bagus,5,positif
Cam Buto hina agama islam,1,negatif
Aplikasi gk guna mau masuk ribet........,2,negatif
Mantap,5,positif
Ga bisa masuk,1,negatif
"Aplikasi Netflix Lumayan Bagus, Saya Kasih Bintang 5 Aja Gaesss 🙏👍",5,positif
Mantap,5,positif
"Kerenn,bisa nonton sepuasnya",5,positif
